LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;CD_POSIT_INF__POSIT;CD_SECUR_INF__TYPE;ABS_DEB;ABS_FIN
1;1;Rive;glissiére métallique;91684;92011
1;1;Axe;glissiére métallique;91717;92798
1;1;Rive;glissiére métallique;92010;93189
1;1;Rive;glissiére métallique;93380;93506
1;1;Axe;glissiére métallique;93509;93604
1;1;Rive;glissiére métallique;93929;94053
1;1;Rive;glissiére métallique;94209;94623
1;1;Rive;glissiére métallique;94750;94873
1;1;Axe;glissiére métallique;94773;94874
1;1;Rive;glissiére métallique;95372;96341
1;1;Rive;glissiére métallique;96879;98083
1;1;Rive;glissiére métallique;98809;99093
1;1;Rive;glissiére métallique;99237;99919
1;1;Axe;glissiére métallique;99699;99796
1;1;Rive;glissiére métallique;100543;104117
1;1;Rive;glissiére métallique;104658;104709
1;1;Rive;glissiére métallique;104905;105586
1;1;Axe;glissiére métallique;105720;105819
1;1;Rive;glissiére métallique;105722;105819
1;1;Rive;glissiére métallique;106434;106891
1;1;Rive;glissiére métallique;107201;107506
1;1;Axe;glissiére métallique;107304;107508
1;1;Rive;glissiére métallique;107626;107729
1;1;Rive;glissiére métallique;107866;108002
1;1;Rive;glissiére métallique;108018;108115
1;1;Axe;glissiére métallique;108027;108126
3;2;Axe;glissiére en beton;101739;101916
3;2;Axe;glissiére métallique;101916;102190
3;2;Axe;glissiére métallique;102505;102601
3;2;Axe;glissiére métallique;104635;104736
3;2;Rive;glissiére métallique;104945;105844
3;2;Axe;glissiére métallique;105492;105798
3;2;Rive;glissiére métallique;105937;107611
3;2;Axe;glissiére métallique;106083;106253
3;2;Axe;glissiére en beton;106254;106533
3;2;Axe;glissiére métallique;106533;106793
3;2;Axe;glissiére métallique;107064;107143
3;2;Rive;glissiére métallique;107612;108439
3;2;Rive;glissiére métallique;108440;108757
3;2;Rive;glissiére métallique;109007;109370
3;2;Rive;glissiére métallique;109631;110060
3;2;Axe;glissiére métallique;109714;109829
3;2;Rive;glissiére métallique;110239;110354
3;2;Axe;glissiére métallique;110485;110581
3;2;Rive;glissiére métallique;110497;112237
3;2;Axe;glissiére métallique;112049;112145
3;2;Rive;glissiére métallique;112364;112463
3;2;Rive;glissiére métallique;112824;112943
3;2;Rive;glissiére métallique;113076;113297
3;2;Rive;glissiére métallique;113455;113493
3;2;Rive;glissiére métallique;113546;114738
3;2;Axe;glissiére métallique;114543;114634
3;2;Rive;glissiére métallique;115338;115455
3;2;Axe;glissiére métallique;115349;115448
3;2;Rive;glissiére métallique;116009;116706
3;2;Axe;glissiére métallique;116590;116685
3;2;Rive;glissiére métallique;117659;123032
3;2;Axe;glissiére métallique;119160;119265
3;2;Axe;glissiére métallique;121440;121538
3;2;Rive;glissiére métallique;123156;123279
3;2;Axe;glissiére métallique;123483;123559
3;2;Rive;glissiére métallique;123508;123627
3;2;Rive;glissiére métallique;124618;125271
3;2;Rive;glissiére métallique;126320;126656
3;2;Axe;glissiére métallique;126342;126442
3;2;Axe;glissiére métallique;126486;126587
3;2;Rive;glissiére métallique;127058;127361
3;2;Axe;glissiére métallique;127186;127286
3;2;Rive;glissiére métallique;127364;127847
3;2;Axe;glissiére métallique;127732;127828
3;2;Axe;glissiére métallique;127979;128080
3;2;Rive;glissiére métallique;127979;128076
3;2;Rive;glissiére métallique;128416;129900
3;2;Axe;glissiére métallique;128468;128580
3;2;Rive;glissiére métallique;130598;131078
3;2;Axe;glissiére métallique;130602;130715
3;2;Rive;glissiére métallique;131285;131553
3;2;Rive;glissiére métallique;131904;132042
3;2;Rive;glissiére métallique;132659;133858
3;2;Axe;glissiére métallique;132670;132781
3;2;Rive;glissiére métallique;134006;134177
3;2;Rive;glissiére métallique;134707;134827
3;2;Axe;glissiére métallique;134711;134813
3;2;Axe;glissiére métallique;134958;135436
3;2;Axe;glissiére en beton;135437;135526
3;2;Axe;glissiére métallique;135527;135618
3;2;Rive;glissiére métallique;135543;135645
3;2;Axe;glissiére en beton;135618;137443
3;2;Rive;glissiére métallique;135938;137052
3;2;Rive;glissiére métallique;137264;137630
3;2;Axe;glissiére métallique;137444;137538
3;2;Axe;glissiére en beton;137539;139347
3;2;Rive;glissiére métallique;138560;138880
3;2;Rive;glissiére métallique;139125;140855
3;2;Axe;glissiére métallique;139348;139431
3;2;Axe;glissiére en beton;139431;141059
3;2;Rive;glissiére métallique;140985;141102
3;2;Axe;glissiére métallique;141060;141147
3;2;Axe;glissiére en beton;141148;141985
3;2;Rive;glissiére métallique;141457;141578
5;1;Rive;glissiére métallique;149151;149407
5;1;Axe;glissiére métallique;149339;149406
5;1;Rive;glissiére métallique;148965;149143
5;1;Rive;glissiére métallique;144923;148673
5;1;Axe;glissiére métallique;147448;147516
5;1;Axe;glissiére métallique;145959;146026
5;1;Axe;glissiére métallique;145617;145685
5;1;Rive;glissiére métallique;144387;144682
5;1;Axe;glissiére métallique;144592;144664
5;1;Rive;glissiére métallique;142108;143046
5;1;Axe;glissiére métallique;142781;142850
5;1;Axe;glissiére métallique;142539;142607
5;1;Rive;glissiére métallique;137624;141799
5;1;Axe;glissiére métallique;141718;141787
5;1;Axe;glissiére métallique;141218;141286
5;1;Axe;glissiére métallique;140292;140363
5;1;Axe;glissiére métallique;139692;139763
5;1;Axe;glissiére métallique;138894;139005
5;1;Axe;glissiére métallique;138159;138228
5;1;Axe;glissiére métallique;137625;137695
5;1;Rive;glissiére métallique;136972;137425
5;1;Axe;glissiére métallique;137272;137344
5;1;Rive;glissiére métallique;136249;136446
5;1;Axe;glissiére métallique;136255;136425
5;1;Axe;glissiére métallique;135707;135824
5;1;Rive;glissiére métallique;135707;135824
5;1;Rive;glissiére métallique;135345;135442
5;1;Rive;glissiére métallique;134321;134895
5;1;Axe;glissiére métallique;134760;134874
5;1;Rive;glissiére métallique;131601;134034
5;1;Axe;glissiére métallique;133473;133544
5;1;Axe;glissiére métallique;132405;132476
5;1;Axe;glissiére métallique;131733;131861
5;1;Axe;glissiére métallique;131362;131433
5;1;Rive;glissiére métallique;131335;131427
5;1;Axe;glissiére métallique;130498;130569
5;1;Rive;glissiére métallique;130293;130564
5;1;Rive;glissiére métallique;126903;129430
5;1;Axe;glissiére métallique;128787;128876
5;1;Axe;glissiére métallique;128473;128579
5;1;Axe;glissiére métallique;127923;127994
5;1;Axe;glissiére métallique;127489;127555
5;1;Axe;glissiére métallique;127096;127165
5;1;Rive;glissiére métallique;126379;126508
5;1;Rive;glissiére métallique;125447;126127
5;1;Axe;glissiére métallique;126009;126079
5;1;Rive;glissiére métallique;125088;125195
5;1;Rive;glissiére métallique;124784;124865
5;1;Axe;glissiére métallique;124782;124853
5;1;Axe;glissiére métallique;124483;124553
5;1;Rive;glissiére métallique;123554;124551
5;1;Axe;glissiére métallique;123579;123649
5;1;Rive;glissiére métallique;123146;123217
5;1;Axe;glissiére métallique;123146;123215
5;1;Axe;glissiére métallique;122569;122668
5;1;Rive;glissiére métallique;121340;121831
5;1;Axe;glissiére métallique;121760;121830
5;1;Rive;glissiére métallique;121107;121202
5;1;Axe;glissiére métallique;121108;121178
5;1;Rive;glissiére métallique;119879;120109
5;1;Axe;glissiére métallique;120015;120107
5;1;Rive;glissiére métallique;118642;119727
5;1;Axe;glissiére métallique;119414;119470
5;1;Axe;glissiére métallique;119366;119420
5;1;Axe;glissiére métallique;118642;118742
5;1;Rive;glissiére métallique;118490;118643
5;1;Rive;cloture metallique;118021;118488
5;1;Axe;glissiére métallique;118042;118234
5;1;Axe;glissiére en beton;118001;118049
5;1;Rive;glissiére en beton;117979;118025
5;1;Axe;glissiére métallique;117943;118007
5;1;Rive;glissiére métallique;116507;117984
5;1;Rive;glissiére métallique;115794;116291
5;1;Rive;glissiére métallique;115349;115622
5;1;Axe;glissiére métallique;115493;115585
5;1;Axe;glissiére métallique;115079;115172
5;1;Rive;glissiére métallique;114494;115170
5;1;Axe;glissiére métallique;114719;114811
5;1;Rive;glissiére métallique;114255;114493
5;1;Rive;glissiére métallique;113696;114046
5;1;Rive;glissiére en beton;113685;113696
5;1;Rive;glissiére métallique;112045;113685
5;1;Axe;glissiére métallique;111816;112074
5;1;Rive;glissiére en beton;111847;112045
5;2;Rive;glissiére métallique;263633;263703
5;2;Rive;glissiére métallique;262520;262618
5;2;Rive;glissiére métallique;262205;262352
5;2;Axe;glissiére métallique;262205;262275
5;2;Rive;glissiére métallique;260529;260751
5;2;Axe;glissiére métallique;260528;260731
5;2;Rive;glissiére métallique;258336;258529
5;2;Axe;glissiére métallique;258336;258511
5;2;Rive;glissiére métallique;256751;256836
5;2;Axe;glissiére métallique;256745;256828
5;2;Rive;glissiére métallique;256460;256559
5;2;Rive;glissiére métallique;255726;256003
5;2;Axe;glissiére métallique;255727;255789
5;2;Rive;glissiére métallique;248780;249935
5;2;Axe;glissiére métallique;249843;249925
5;2;Axe;glissiére métallique;249701;249745
5;2;Rive;glissiére métallique;247813;247918
5;2;Rive;glissiére métallique;246366;247018
5;2;Axe;glissiére métallique;246630;246700
5;2;Axe;glissiére métallique;245687;245757
5;2;Rive;glissiére métallique;245248;245754
5;2;Rive;glissiére métallique;244947;245003
5;2;Axe;glissiére métallique;244941;244996
5;2;Axe;glissiére métallique;244811;244886
5;2;Axe;glissiére métallique;244482;244554
5;2;Rive;glissiére métallique;244483;244553
5;2;Axe;glissiére métallique;242606;242678
5;2;Axe;glissiére métallique;242299;242370
5;2;Rive;glissiére métallique;242226;242369
5;2;Rive;glissiére métallique;241972;242070
5;2;Axe;glissiére métallique;241169;241240
5;2;Rive;glissiére métallique;241125;241218
5;2;Axe;glissiére métallique;240077;240147
5;2;Rive;glissiére métallique;239962;240127
5;2;Axe;glissiére métallique;239552;239607
5;2;Rive;glissiére métallique;239219;239285
5;2;Axe;glissiére métallique;239215;239283
5;2;Axe;glissiére métallique;238598;238660
5;2;Rive;glissiére métallique;237694;238524
5;2;Axe;glissiére métallique;238425;238523
5;2;Axe;glissiére métallique;238161;238280
5;2;Rive;glissiére métallique;237664;237889
5;2;Rive;glissiére métallique;237469;237568
5;2;Rive;glissiére métallique;237064;237468
5;2;Axe;glissiére métallique;237144;237304
5;2;Rive;glissiére métallique;236852;237063
5;2;Axe;glissiére métallique;236678;236720
5;2;Axe;glissiére métallique;236578;236666
5;2;Rive;glissiére métallique;236575;236664
5;2;Rive;glissiére métallique;236178;236269
5;2;Axe;glissiére métallique;235890;235946
5;2;Axe;glissiére métallique;234078;234136
5;2;Rive;glissiére métallique;233366;233874
5;2;Axe;glissiére métallique;233776;233846
5;2;Rive;glissiére métallique;232670;232850
5;2;Axe;glissiére métallique;232156;232358
5;2;Rive;glissiére métallique;232151;232358
5;2;Axe;glissiére métallique;231756;231806
5;2;Rive;glissiére métallique;230197;230646
5;2;Axe;glissiére métallique;230439;230644
5;2;Axe;glissiére métallique;229470;229526
5;2;Rive;glissiére métallique;229211;229524
5;2;Axe;glissiére métallique;229222;229321
5;2;Rive;glissiére métallique;228438;228651
5;2;Axe;glissiére métallique;228516;228574
5;2;Axe;glissiére métallique;227879;227979
5;2;Rive;glissiére métallique;227896;227952
5;2;Axe;glissiére métallique;227354;227422
5;2;Rive;glissiére métallique;227352;227412
5;2;Rive;glissiére métallique;226361;226460
5;2;Axe;glissiére métallique;226373;226421
5;2;Rive;glissiére métallique;225872;226063
5;2;Axe;glissiére métallique;225876;225945
5;2;Rive;glissiére métallique;225520;225618
5;2;Axe;glissiére métallique;225244;225298
5;2;Rive;glissiére métallique;225150;225182
5;2;Axe;glissiére métallique;224615;224722
5;2;Rive;glissiére métallique;223231;224716
5;2;Axe;glissiére métallique;224529;224567
5;2;Axe;glissiére métallique;223834;223885
5;2;Axe;glissiére métallique;223088;223304
5;2;Rive;glissiére métallique;222754;223200
5;2;Rive;glissiére métallique;222106;222546
5;2;Axe;glissiére métallique;222288;222366
5;2;Axe;glissiére métallique;221773;221840
5;2;Rive;glissiére métallique;221773;221839
5;2;Rive;glissiére métallique;221307;221504
5;2;Rive;glissiére métallique;215485;221093
5;2;Axe;glissiére métallique;220929;220999
5;2;Axe;glissiére métallique;220267;220336
5;2;Axe;glissiére métallique;220068;220140
5;2;Axe;glissiére métallique;219716;219791
5;2;Axe;glissiére métallique;218661;218731
5;2;Axe;glissiére métallique;216149;216220
5;2;Axe;glissiére métallique;215102;215198
5;2;Rive;glissiére métallique;214923;215163
5;2;Axe;glissiére métallique;214923;214992
5;2;Rive;glissiére métallique;214057;214247
5;2;Axe;glissiére métallique;214056;214246
5;2;Rive;glissiére métallique;212994;213183
5;2;Axe;glissiére métallique;213098;213144
5;2;Axe;glissiére métallique;212994;213059
5;2;Axe;glissiére métallique;211386;211556
5;2;Rive;glissiére métallique;211386;211555
5;2;Rive;glissiére métallique;209822;210657
5;2;Axe;glissiére métallique;210164;210245
5;2;Rive;glissiére métallique;208942;209165
5;2;Axe;glissiére métallique;208941;209012
5;2;Rive;glissiére métallique;208201;208818
5;2;Axe;glissiére métallique;208529;208599
