LINE_INDEX;LAYER_NAME;LIAISON;SENS;ABS_DEB;ABS_FIN;X1;Y1;X2;Y2
0;SIG_REF_DETAIL;A63;3;142474;142663;356370.512825666;6296509.54011284;356188.572390249;6296457.82747036
0;SIG_REF_DETAIL;A63;3;142663;142832;356188.572390249;6296457.82747036;356023.66008675;6296422.33840392
0;SIG_REF_DETAIL;A63;3;142832;143012;356023.66008675;6296422.33840392;355845.595342645;6296397.58197453
0;SIG_REF_DETAIL;A63;3;143012;143852;355845.595342645;6296397.58197453;355007.205355929;6296381.46272946
0;SIG_REF_DETAIL;A63;3;143852;144802;355007.205355929;6296381.46272946;354067.270517639;6296252.55492992
0;SIG_REF_DETAIL;A63;3;144802;145464;354067.270517639;6296252.55492992;353406.308214428;6296270.73615887
0;SIG_REF_DETAIL;A63;3;145464;146057;353406.308214428;6296270.73615887;352826.627908972;6296151.76754394
0;SIG_REF_DETAIL;A63;3;146057;146649;352826.627908972;6296151.76754394;352302.350409478;6295876.44901551
0;SIG_REF_DETAIL;A63;3;146649;147402;352302.350409478;6295876.44901551;351772.257835707;6295343.82655803
0;SIG_REF_DETAIL;A63;3;147402;148819;351772.257835707;6295343.82655803;350974.489257086;6294175.24836236
0;SIG_REF_DETAIL;A63;3;148819;149572;350974.489257086;6294175.24836236;350452.615951092;6293633.47225253
0;SIG_REF_DETAIL;A63;3;149572;149988;350452.615951092;6293633.47225253;350075.995615246;6293458.05827863
0;SIG_REF_DETAIL;A63;3;149988;150481;350075.995615246;6293458.05827863;349595.77409207;6293350.70081576
0;SIG_REF_DETAIL;A63;3;150481;150885;349595.77409207;6293350.70081576;349252.929642355;6293137.8550851
0;SIG_REF_DETAIL;A63;3;150885;151177;349252.929642355;6293137.8550851;348986.767646351;6293018.85558897
0;SIG_REF_DETAIL;A63;3;151177;151938;348986.767646351;6293018.85558897;348226.822302347;6293034.11246756
0;SIG_REF_DETAIL;A63;3;151938;152326;348226.822302347;6293034.11246756;347846.641202715;6292956.97074263
0;SIG_REF_DETAIL;A63;3;152326;152782;347846.641202715;6292956.97074263;347457.596364183;6292720.05981744
0;SIG_REF_DETAIL;A63;3;152782;153935;347457.596364183;6292720.05981744;346467.160004131;6292133.09754947
0;SIG_REF_DETAIL;A63;3;153935;156274;346467.160004131;6292133.09754947;344868.240837167;6290430.36038893
0;SIG_REF_DETAIL;A63;3;156274;156842;344868.240837167;6290430.36038893;344503.718688222;6289995.99987408
0;SIG_REF_DETAIL;A63;3;156842;157165;344503.718688222;6289995.99987408;344250.75915748;6289796.18960938
0;SIG_REF_DETAIL;A63;3;157165;157594;344250.75915748;6289796.18960938;343930.331438396;6289510.99999668
